c1,c2,stim,isPlural
night,hawks,nighthawks,1
bullet,head,bullethead,0
stag,head,staghead,0
skin,head,skinhead,0
fat,head,fathead,0
thick,head,thickhead,0
bull,head,bullhead,0
trail,head,trailhead,0
block,head,blockhead,0
fiddle,head,fiddlehead,0
well,head,wellhead,0
sore,head,sorehead,0
big,head,bighead,0
rail,head,railhead,0
addle,head,addlehead,0
dead,head,deadhead,0
maiden,head,maidenhead,0
bridge,head,bridgehead,0
logger,head,loggerhead,0
black,head,blackhead,0
flood,head,floodhead,0
beach,head,beachhead,0
figure,head,figurehead,0
air,head,airhead,0
mast,head,masthead,0
bonnet,head,bonnethead,0
fore,head,forehead,0
flat,head,flathead,0
metal,head,metalhead,0
hot,head,hothead,0
egg,head,egghead,0
hammer,head,hammerhead,0
over,head,overhead,0
swell,head,swellhead,0
copper,head,copperhead,0
round,head,roundhead,0
bald,head,baldhead,0
letter,head,letterhead,0
spread,head,spreadhead,0
pit,head,pithead,0
hogs,head,hogshead,0
step,head,stephead,0
sap,head,saphead,0
arrow,head,arrowhead,0
cross,head,crosshead,0
stair,head,stairhead,0
bone,head,bonehead,0
club,head,clubhead,0
flint,head,flinthead,0
shit,head,shithead,0
bow,head,bowhead,0
horse,head,horsehead,0
fountain,head,fountainhead,0
war,head,warhead,0
knuckle,head,knucklehead,0
bulk,head,bulkhead,0
mutton,head,muttonhead,0
snake,head,snakehead,0
spear,head,spearhead,0
dragon,head,dragonhead,0
shovel,head,shovelhead,0
thunder,head,thunderhead,0
red,head,redhead,0
drum,head,drumhead,0
white,head,whitehead,0
blue,head,bluehead,0
pin,head,pinhead,0
dick,head,dickhead,0
pot,head,pothead,0
turtle,head,turtlehead,0
nail,head,nailhead,0
shower,head,showerhead,0
sleepy,head,sleepyhead,0
tow,head,towhead,0
fuck,head,fuckhead,0
red,header,redheader,0
double,header,doubleheader,0
double,headers,doubleheaders,1
cross,heading,crossheading,0
dead,heads,deadheads,1
black,heads,blackheads,1
bulk,heads,bulkheads,1
figure,heads,figureheads,1
logger,heads,loggerheads,1
beach,heads,beachheads,1
war,heads,warheads,1
spear,heads,spearheads,1
block,heads,blockheads,1
knuckle,heads,knuckleheads,1
bridge,heads,bridgeheads,1
bull,heads,bullheads,1
skin,heads,skinheads,1
well,heads,wellheads,1
air,heads,airheads,1
big,heads,bigheads,1
hot,heads,hotheads,1
fat,heads,fatheads,1
letter,heads,letterheads,1
white,heads,whiteheads,1
fountain,heads,fountainheads,1
egg,heads,eggheads,1
thunder,heads,thunderheads,1
over,heads,overheads,1
copper,heads,copperheads,1
hard,heads,hardheads,1
sore,heads,soreheads,1
pin,heads,pinheads,1
bone,heads,boneheads,1
swell,heads,swellheads,1
hogs,heads,hogsheads,1
arrow,heads,arrowheads,1
mast,heads,mastheads,1
pot,heads,potheads,1
red,heads,redheads,1
tow,heads,towheads,1
sleepy,heads,sleepyheads,1
pit,heads,pitheads,1
hammer,heads,hammerheads,1
maiden,heads,maidenheads,1
scrap,heap,scrapheap,0
muck,heap,muckheap,0
slag,heap,slagheap,0
scrap,heaps,scrapheaps,1
black,heart,blackheart,0
sweet,heart,sweetheart,0
sweet,hearts,sweethearts,1
over,heating,overheating,0
moons,hell,moonshell,0
eggs,hell,eggshell,0
cockles,hell,cockleshell,0
seas,hell,seashell,0
nuts,hell,nutshell,0
tortoises,hell,tortoiseshell,0
clams,hell,clamshell,0
bombs,hell,bombshell,0
lamps,hell,lampshell,0
bombs,hells,bombshells,1
seas,hells,seashells,1
eggs,hells,eggshells,1
nuts,hells,nutshells,1
cockles,hells,cockleshells,1
tortoises,hells,tortoiseshells,1
books,helves,bookshelves,1
pea,hen,peahen,0
gray,hen,grayhen,0
grey,hen,greyhen,0
swamp,hen,swamphen,0
moor,hen,moorhen,0
moor,hens,moorhens,1
pea,hens,peahens,1
cow,herb,cowherb,0
willow,herb,willowherb,0
pot,herb,potherb,0
pot,herbs,potherbs,1
goat,herd,goatherd,0
cow,herd,cowherd,0
swine,herd,swineherd,0
pots,herd,potsherd,0
sheep,herder,sheepherder,0
sheep,herders,sheepherders,1
swine,herds,swineherds,1
goat,herds,goatherds,1
cow,herds,cowherds,1
now,here,nowhere,0
wood,hewer,woodhewer,0
cow,hide,cowhide,0
horse,hide,horsehide,0
raw,hide,rawhide,0
cow,hides,cowhides,1
hitch,hiker,hitchhiker,0
hitch,hikers,hitchhikers,1
dung,hill,dunghill,0
down,hill,downhill,0
foot,hill,foothill,0
muck,hill,muckhill,0
ant,hill,anthill,0
mole,hill,molehill,0
foot,hills,foothills,1
down,hills,downhills,1
mole,hills,molehills,1
ant,hills,anthills,1
dung,hills,dunghills,1
wars,hip,warship,0
spaces,hip,spaceship,0
lights,hip,lightship,0
battles,hip,battleship,0
rose,hip,rosehip,0
airs,hip,airship,0
steams,hip,steamship,0
stars,hip,starship,0
flags,hip,flagship,0
troops,hip,troopship,0
spaces,hips,spaceships,1
steams,hips,steamships,1
flags,hips,flagships,1
battles,hips,battleships,1
troops,hips,troopships,1
wars,hips,warships,1
lights,hips,lightships,1
airs,hips,airships,1
horses,hit,horseshit,0
dogs,hit,dogshit,0
chickens,hit,chickenshit,0
bulls,hit,bullshit,0
bee,hive,beehive,0
bee,hives,beehives,1
afters,hock,aftershock,0
holly,hock,hollyhock,0
afters,hocks,aftershocks,1
holly,hocks,hollyhocks,1
snows,hoe,snowshoe,0
gums,hoe,gumshoe,0
back,hoe,backhoe,0
overs,hoe,overshoe,0
horses,hoe,horseshoe,0
horses,hoer,horseshoer,0
back,hoes,backhoes,1
overs,hoes,overshoes,1
horses,hoes,horseshoes,1
snows,hoes,snowshoes,1
gums,hoes,gumshoes,1
road,hog,roadhog,0
ground,hog,groundhog,0
hedge,hog,hedgehog,0
wart,hog,warthog,0
wart,hogs,warthogs,1
ground,hogs,groundhogs,1
hedge,hogs,hedgehogs,1
copy,hold,copyhold,0
stoke,hold,stokehold,0
toe,hold,toehold,0
choke,hold,chokehold,0
hand,hold,handhold,0
foot,hold,foothold,0
strangle,hold,stranglehold,0
strong,hold,stronghold,0
lease,hold,leasehold,0
house,hold,household,0
throttle,hold,throttlehold,0
safe,hold,safehold,0
free,hold,freehold,0
lease,holder,leaseholder,0
land,holder,landholder,0
house,holder,householder,0
pot,holder,potholder,0
card,holder,cardholder,0
with,holder,withholder,0
free,holder,freeholder,0
bond,holder,bondholder,0
share,holder,shareholder,0
policy,holder,policyholder,0
job,holder,jobholder,0
stock,holder,stockholder,0
place,holder,placeholder,0
copy,holder,copyholder,0
stake,holder,stakeholder,0
small,holder,smallholder,0
slave,holder,slaveholder,0
office,holder,officeholder,0
free,holders,freeholders,1
land,holders,landholders,1
small,holders,smallholders,1
office,holders,officeholders,1
stock,holders,stockholders,1
bond,holders,bondholders,1
job,holders,jobholders,1
pot,holders,potholders,1
share,holders,shareholders,1
stake,holders,stakeholders,1
slave,holders,slaveholders,1
place,holders,placeholders,1
lease,holders,leaseholders,1
house,holders,householders,1
policy,holders,policyholders,1
slave,holding,slaveholding,0
land,holding,landholding,0
small,holding,smallholding,0
stock,holding,stockholding,0
share,holding,shareholding,0
small,holdings,smallholdings,1
share,holdings,shareholdings,1
stock,holdings,stockholdings,1
land,holdings,landholdings,1
free,holds,freeholds,1
lease,holds,leaseholds,1
hand,holds,handholds,1
strangle,holds,strangleholds,1
foot,holds,footholds,1
toe,holds,toeholds,1
strong,holds,strongholds,1
house,holds,households,1
worm,hole,wormhole,0
bung,hole,bunghole,0
post,hole,posthole,0
fox,hole,foxhole,0
arm,hole,armhole,0
sink,hole,sinkhole,0
stoke,hole,stokehole,0
cubby,hole,cubbyhole,0
rat,hole,rathole,0
plug,hole,plughole,0
spy,hole,spyhole,0
button,hole,buttonhole,0
thumb,hole,thumbhole,0
pigeon,hole,pigeonhole,0
knot,hole,knothole,0
loop,hole,loophole,0
cake,hole,cakehole,0
man,hole,manhole,0
pin,hole,pinhole,0
pot,hole,pothole,0
pest,hole,pesthole,0
ass,hole,asshole,0
peep,hole,peephole,0
coal,hole,coalhole,0
eye,hole,eyehole,0
vent,hole,venthole,0
blow,hole,blowhole,0
key,hole,keyhole,0
chuck,hole,chuckhole,0
arse,hole,arsehole,0
hell,hole,hellhole,0
port,hole,porthole,0
arm,holes,armholes,1
chuck,holes,chuckholes,1
hell,holes,hellholes,1
bung,holes,bungholes,1
port,holes,portholes,1
button,holes,buttonholes,1
man,holes,manholes,1
pin,holes,pinholes,1
key,holes,keyholes,1
blow,holes,blowholes,1
peep,holes,peepholes,1
loop,holes,loopholes,1
knot,holes,knotholes,1
pigeon,holes,pigeonholes,1
worm,holes,wormholes,1
pot,holes,potholes,1
fox,holes,foxholes,1
cubby,holes,cubbyholes,1
sink,holes,sinkholes,1
plug,holes,plugholes,1
pigeon,holing,pigeonholing,0
monks,hood,monkshood,0
child,hoods,childhoods,1
boy,hoods,boyhoods,1
sky,hook,skyhook,0
fish,hook,fishhook,0
bill,hook,billhook,0
tenter,hook,tenterhook,0
pot,hook,pothook,0
rave,hook,ravehook,0
button,hook,buttonhook,0
bill,hooks,billhooks,1
fish,hooks,fishhooks,1
pot,hooks,pothooks,1
tenter,hooks,tenterhooks,1
overs,hoot,overshoot,0
craps,hoot,crapshoot,0
troubles,hooter,troubleshooter,0
sharps,hooter,sharpshooter,0
traps,hooter,trapshooter,0
craps,hooter,crapshooter,0
craps,hooters,crapshooters,1
sharps,hooters,sharpshooters,1
troubles,hooters,troubleshooters,1
traps,hooting,trapshooting,0
overs,hoots,overshoots,1
slops,hop,slopshop,0
car,hop,carhop,0
works,hop,workshop,0
sweats,hop,sweatshop,0
toys,hop,toyshop,0
teas,hop,teashop,0
books,hop,bookshop,0
bell,hop,bellhop,0
pawns,hop,pawnshop,0
barbers,hop,barbershop,0
bakes,hop,bakeshop,0
thrifts,hop,thriftshop,0
plant,hopper,planthopper,0
frog,hopper,froghopper,0
leaf,hopper,leafhopper,0
grass,hopper,grasshopper,0
sand,hopper,sandhopper,0
clod,hopper,clodhopper,0
tree,hopper,treehopper,0
clod,hoppers,clodhoppers,1
grass,hoppers,grasshoppers,1
pawns,hops,pawnshops,1
teas,hops,teashops,1
bakes,hops,bakeshops,1
barbers,hops,barbershops,1
works,hops,workshops,1
car,hops,carhops,1
books,hops,bookshops,1
sweats,hops,sweatshops,1
bell,hops,bellhops,1
prong,horn,pronghorn,0
fog,horn,foghorn,0
sax,horn,saxhorn,0
big,horn,bighorn,0
long,horn,longhorn,0
green,horn,greenhorn,0
stock,horn,stockhorn,0
bull,horn,bullhorn,0
short,horn,shorthorn,0
stink,horn,stinkhorn,0
shoe,horn,shoehorn,0
bull,horns,bullhorns,1
short,horns,shorthorns,1
green,horns,greenhorns,1
fog,horns,foghorns,1
big,horns,bighorns,1
prong,horns,pronghorns,1
long,horns,longhorns,1
shoe,horns,shoehorns,1
sea,horse,seahorse,0
clothes,horse,clotheshorse,0
hobby,horse,hobbyhorse,0
cart,horse,carthorse,0
dray,horse,drayhorse,0
pack,horse,packhorse,0
red,horse,redhorse,0
cock,horse,cockhorse,0
work,horse,workhorse,0
war,horse,warhorse,0
race,horse,racehorse,0
saw,horse,sawhorse,0
stud,horse,studhorse,0
work,horses,workhorses,1
hobby,horses,hobbyhorses,1
clothes,horses,clotheshorses,1
race,horses,racehorses,1
war,horses,warhorses,1
sea,horses,seahorses,1
cart,horses,carthorses,1
saw,horses,sawhorses,1
boot,hose,boothose,1
panty,hose,pantyhose,0
ears,hot,earshot,0
guns,hot,gunshot,0
snaps,hot,snapshot,0
slings,hot,slingshot,0
bucks,hot,buckshot,0
bulls,hot,bullshot,0
grapes,hot,grapeshot,0
longs,hot,longshot,0
hots,hot,hotshot,0
mugs,hot,mugshot,0
pots,hot,potshot,0
eyes,hot,eyeshot,0
heads,hot,headshot,0
slaps,hot,slapshot,0
snaps,hots,snapshots,1
guns,hots,gunshots,1
slings,hots,slingshots,1
hots,hots,hotshots,1
mugs,hots,mugshots,1
deer,hound,deerhound,0
boar,hound,boarhound,0
coon,hound,coonhound,0
wolf,hound,wolfhound,0
blood,hound,bloodhound,0
elk,hound,elkhound,0
fox,hound,foxhound,0
smooth,hound,smoothhound,0
grey,hound,greyhound,0
hell,hound,hellhound,0
otter,hound,otterhound,0
stag,hound,staghound,0
sleuth,hound,sleuthhound,0
wolf,hounds,wolfhounds,1
grey,hounds,greyhounds,1
fox,hounds,foxhounds,1
blood,hounds,bloodhounds,1
bake,house,bakehouse,0
customs,house,customshouse,0
porter,house,porterhouse,0
whore,house,whorehouse,0
summer,house,summerhouse,0
club,house,clubhouse,0
custom,house,customhouse,0
ware,house,warehouse,0
bird,house,birdhouse,0
green,house,greenhouse,0
card,house,cardhouse,0
tool,house,toolhouse,0
glass,house,glasshouse,0
block,house,blockhouse,0
pest,house,pesthouse,0
cook,house,cookhouse,0
flop,house,flophouse,0
nut,house,nuthouse,0
steak,house,steakhouse,0
play,house,playhouse,0
boat,house,boathouse,0
charter,house,charterhouse,0
toll,house,tollhouse,0
tea,house,teahouse,0
ice,house,icehouse,0
fire,house,firehouse,0
bath,house,bathhouse,0
slaughter,house,slaughterhouse,0
jail,house,jailhouse,0
mad,house,madhouse,0
poor,house,poorhouse,0
wash,house,washhouse,0
light,house,lighthouse,0
hen,house,henhouse,0
barrel,house,barrelhouse,0
lamp,house,lamphouse,0
chop,house,chophouse,0
coffee,house,coffeehouse,0
meeting,house,meetinghouse,0
bawdy,house,bawdyhouse,0
tap,house,taphouse,0
pot,house,pothouse,0
guard,house,guardhouse,0
gate,house,gatehouse,0
road,house,roadhouse,0
store,house,storehouse,0
post,house,posthouse,0
pilot,house,pilothouse,0
ale,house,alehouse,0
guest,house,guesthouse,0
doll,house,dollhouse,0
court,house,courthouse,0
packing,house,packinghouse,0
farm,house,farmhouse,0
work,house,workhouse,0
wheel,house,wheelhouse,0
counting,house,countinghouse,0
power,house,powerhouse,0
doss,house,dosshouse,0
round,house,roundhouse,0
chapter,house,chapterhouse,0
cat,house,cathouse,0
dog,house,doghouse,0
boarding,house,boardinghouse,0
hot,house,hothouse,0
school,house,schoolhouse,0
cow,house,cowhouse,0
smoke,house,smokehouse,0
ware,houseman,warehouseman,0
summer,houses,summerhouses,1
ware,houses,warehouses,1
cook,houses,cookhouses,1
guard,houses,guardhouses,1
guest,houses,guesthouses,1
block,houses,blockhouses,1
hot,houses,hothouses,1
packing,houses,packinghouses,1
boarding,houses,boardinghouses,1
custom,houses,customhouses,1
play,houses,playhouses,1
bird,houses,birdhouses,1
smoke,houses,smokehouses,1
chop,houses,chophouses,1
gate,houses,gatehouses,1
mad,houses,madhouses,1
coffee,houses,coffeehouses,1
light,houses,lighthouses,1
tea,houses,teahouses,1
slaughter,houses,slaughterhouses,1
dog,houses,doghouses,1
doss,houses,dosshouses,1
fire,houses,firehouses,1
school,houses,schoolhouses,1
road,houses,roadhouses,1
porter,houses,porterhouses,1
doll,houses,dollhouses,1
court,houses,courthouses,1
jail,houses,jailhouses,1
pilot,houses,pilothouses,1
farm,houses,farmhouses,1
poor,houses,poorhouses,1
power,houses,powerhouses,1
meeting,houses,meetinghouses,1
boat,houses,boathouses,1
round,houses,roundhouses,1
flop,houses,flophouses,1
steak,houses,steakhouses,1
ale,houses,alehouses,1
bath,houses,bathhouses,1
club,houses,clubhouses,1
store,houses,storehouses,1
nut,houses,nuthouses,1
green,houses,greenhouses,1
whore,houses,whorehouses,1
work,houses,workhouses,1
glass,houses,glasshouses,1
wheel,houses,wheelhouses,1
ware,housing,warehousing,0
pus,hover,pushover,0
pus,hovers,pushovers,1
floors,how,floorshow,0
peeps,how,peepshow,0
horses,how,horseshow,0
sides,how,sideshow,0
sides,hows,sideshows,1
peeps,hows,peepshows,1
man,hunt,manhunt,0
fox,hunt,foxhunt,0
head,hunter,headhunter,0
pot,hunter,pothunter,0
head,hunters,headhunters,1
man,hunts,manhunts,1
fox,hunts,foxhunts,1
house,husband,househusband,0
house,husbands,househusbands,1
corn,husk,cornhusk,0
corn,husker,cornhusker,0
corn,husking,cornhusking,0
pol,iceman,policeman,0
pol,icemen,policemen,1
broads,ides,broadsides,1
fires,ides,firesides,1
waters,ides,watersides,1
silvers,ides,silversides,1
downs,ides,downsides,1
rivers,ides,riversides,1
hills,ides,hillsides,1
roads,ides,roadsides,1
seas,ides,seasides,1
backs,ides,backsides,1
ins,ides,insides,1
beds,ides,bedsides,1
tops,ides,topsides,1
mountains,ides,mountainsides,1
ways,ides,waysides,1
corns,ilk,cornsilk,0
doors,ill,doorsill,0
sawm,ill,sawmill,0
windows,ill,windowsill,0
windows,ills,windowsills,1
sawm,ills,sawmills,1
after,image,afterimage,0
after,images,afterimages,1
over,indulgence,overindulgence,0
overexert,ion,overexertion,0
overreact,ion,overreaction,0
overreact,ions,overreactions,1
flat,iron,flatiron,0
grid,iron,gridiron,0
mid,iron,midiron,0
grid,irons,gridirons,1
flat,irons,flatirons,1
beds,its,bedsits,1
cross,jack,crossjack,0
apple,jack,applejack,0
supple,jack,supplejack,0
cracker,jack,crackerjack,0
steeple,jack,steeplejack,0
natter,jack,natterjack,0
cheap,jack,cheapjack,0
flap,jack,flapjack,0
leather,jack,leatherjack,0
skip,jack,skipjack,0
lumber,jack,lumberjack,0
black,jack,blackjack,0
boot,jack,bootjack,0
amber,jack,amberjack,0
high,jack,highjack,0
straight,jacket,straightjacket,0
blue,jacket,bluejacket,0
strait,jacket,straitjacket,0
leather,jacket,leatherjacket,0
blue,jackets,bluejackets,1
strait,jackets,straitjackets,1
high,jacking,highjacking,0
car,jacking,carjacking,0
black,jacks,blackjacks,1
lumber,jacks,lumberjacks,1
flap,jacks,flapjacks,1
cracker,jacks,crackerjacks,1
steeple,jacks,steeplejacks,1
log,jam,logjam,0
door,jamb,doorjamb,0
door,jambs,doorjambs,1
wind,jammer,windjammer,0
log,jams,logjams,1
night,jar,nightjar,0
jam,jar,jamjar,0
lock,jaw,lockjaw,0
tear,jerker,tearjerker,0
jumbo,jet,jumbojet,0
fan,jet,fanjet,0
bubble,jet,bubblejet,0
prop,jet,propjet,0
ram,jet,ramjet,0
twin,jet,twinjet,0
ram,jets,ramjets,1
blow,job,blowjob,0
stock,jobber,stockjobber,0
kill,joy,killjoy,0
kill,joys,killjoys,1
show,jumping,showjumping,0
haw,kbit,hawkbit,0
bar,keep,barkeep,0
bee,keeper,beekeeper,0
time,keeper,timekeeper,0
grounds,keeper,groundskeeper,0
book,keeper,bookkeeper,0
net,keeper,netkeeper,0
toll,keeper,tollkeeper,0
game,keeper,gamekeeper,0
ground,keeper,groundkeeper,0
store,keeper,storekeeper,0
inn,keeper,innkeeper,0
greens,keeper,greenskeeper,0
hotel,keeper,hotelkeeper,0
gate,keeper,gatekeeper,0
peace,keeper,peacekeeper,0
door,keeper,doorkeeper,0
house,keeper,housekeeper,0
shop,keeper,shopkeeper,0
bar,keeper,barkeeper,0
score,keeper,scorekeeper,0
lock,keeper,lockkeeper,0
goal,keeper,goalkeeper,0
game,keepers,gamekeepers,1
door,keepers,doorkeepers,1
bar,keepers,barkeepers,1
gate,keepers,gatekeepers,1
score,keepers,scorekeepers,1
grounds,keepers,groundskeepers,1
inn,keepers,innkeepers,1
time,keepers,timekeepers,1
goal,keepers,goalkeepers,1
peace,keepers,peacekeepers,1
house,keepers,housekeepers,1
shop,keepers,shopkeepers,1
book,keepers,bookkeepers,1
bee,keepers,beekeepers,1
store,keepers,storekeepers,1
house,keeping,housekeeping,0
safe,keeping,safekeeping,0
book,keeping,bookkeeping,0
bee,keeping,beekeeping,0
time,keeping,timekeeping,0
peace,keeping,peacekeeping,0
bar,keeps,barkeeps,1
hand,kerchief,handkerchief,0
hand,kerchiefs,handkerchiefs,1
tea,kettle,teakettle,0
tea,kettles,teakettles,1
turn,key,turnkey,0
latch,key,latchkey,0
pass,key,passkey,0
latch,keys,latchkeys,1
turn,keys,turnkeys,1
pass,keys,passkeys,1
drop,kick,dropkick,0
side,kick,sidekick,0
place,kicker,placekicker,0
drop,kicker,dropkicker,0
drop,kicks,dropkicks,1
side,kicks,sidekicks,1
road,kill,roadkill,0
lamb,kill,lambkill,0
over,kill,overkill,0
pain,killer,painkiller,0
weed,killer,weedkiller,0
pain,killers,painkillers,1
over,kills,overkills,1
brick,kiln,brickkiln,0
lime,kiln,limekiln,0
cows,kin,cowskin,0
does,kin,doeskin,0
bucks,kin,buckskin,0
bears,kin,bearskin,0
goats,kin,goatskin,0
coons,kin,coonskin,0
wines,kin,wineskin,0
deers,kin,deerskin,0
kids,kin,kidskin,0
oils,kin,oilskin,0
onions,kin,onionskin,0
moles,kin,moleskin,0
pigs,kin,pigskin,0
seals,kin,sealskin,0
lambs,kin,lambskin,0
sharks,kin,sharkskin,0
waters,kin,waterskin,0
man,kind,mankind,0
human,kind,humankind,0
woman,kind,womankind,0
oils,kins,oilskins,1
goats,kins,goatskins,1
does,kins,doeskins,1
deers,kins,deerskins,1
lambs,kins,lambskins,1
pigs,kins,pigskins,1
coons,kins,coonskins,1
bears,kins,bearskins,1
bucks,kins,buckskins,1
blathers,kite,blatherskite,0
paper,knife,paperknife,0
pocket,knife,pocketknife,0
draw,knife,drawknife,0
jack,knife,jackknife,0
pen,knife,penknife,0
wee,knight,weeknight,0
wee,knights,weeknights,1
jack,knives,jackknives,1
pen,knives,penknives,1
pocket,knives,pocketknives,1
door,knob,doorknob,0
door,knobs,doorknobs,1
stump,knocker,stumpknocker,0
door,knocker,doorknocker,0
door,knockers,doorknockers,1
bow,knot,bowknot,0
slip,knot,slipknot,0
top,knot,topknot,0
top,knots,topknots,1
slip,knots,slipknots,1
shoe,lace,shoelace,0
boot,lace,bootlace,0
neck,lace,necklace,0
boot,laces,bootlaces,1
shoe,laces,shoelaces,1
neck,laces,necklaces,1
step,ladder,stepladder,0
step,ladders,stepladders,1
land,ladies,landladies,1
sales,ladies,salesladies,1
land,lady,landlady,0
sales,lady,saleslady,0
gray,lag,graylag,0
grey,lag,greylag,0
fog,lamp,foglamp,0
head,lamp,headlamp,0
sun,lamp,sunlamp,0
blow,lamp,blowlamp,0
head,lamps,headlamps,1
blow,lamps,blowlamps,1
sun,lamps,sunlamps,1
free,lance,freelance,0
free,lancer,freelancer,0
free,lancers,freelancers,1
free,lances,freelances,1
mid,land,midland,0
screen,land,screenland,0
bottom,land,bottomland,0
hinter,land,hinterland,0
waste,land,wasteland,0
swamp,land,swampland,0
heart,land,heartland,0
march,land,marchland,0
park,land,parkland,0
pasture,land,pastureland,0
moor,land,moorland,0
heath,land,heathland,0
